kmeans2,kmeans3,kmeans4,kmeans5,kmeans6,lat,lon
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7905770711,-122.420691681
mediumseagreen,coral,mediumseagreen,coral,coral,37.7606814128,-122.424873511
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.787965257,-122.418467748
mediumseagreen,coral,mediumseagreen,coral,coral,37.7620990021,-122.415000537
mediumseagreen,coral,mediumseagreen,coral,coral,37.7620347867,-122.416078424
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7910545718,-122.420713728
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7853750846,-122.416261837
mediumseagreen,darkviolet,navy,navy,darkviolet,37.7530422086,-122.504883711
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7844496613,-122.416075285
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.787173525,-122.417641343
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7957371092,-122.423413057
mediumseagreen,coral,mediumseagreen,coral,coral,37.7604330004,-122.41592985
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.787965257,-122.418467748
mediumseagreen,coral,mediumseagreen,coral,coral,37.7638222259,-122.413591696
mediumseagreen,coral,mediumseagreen,coral,coral,37.7636337703,-122.416230393
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7889098399,-122.418658295
mediumseagreen,coral,mediumseagreen,coral,coral,37.7590272975,-122.412502864
mediumseagreen,coral,mediumseagreen,coral,coral,37.7636337703,-122.416230393
mediumseagreen,coral,mediumseagreen,coral,coral,37.7636337703,-122.416230393
mediumseagreen,coral,mediumseagreen,coral,coral,37.7572322279,-122.415629332
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7914943052,-122.420874632
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7896188193,-122.420497289
mediumseagreen,darkviolet,navy,navy,darkviolet,37.7598478388,-122.497355386
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7905770711,-122.420691681
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7844496613,-122.416075285
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7853750846,-122.416261837
mediumseagreen,coral,mediumseagreen,coral,coral,37.7588312135,-122.415781282
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7844496613,-122.416075285
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7900459017,-122.417209639
mediumseagreen,coral,mediumseagreen,coral,coral,37.7638222259,-122.413591696
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7870372044,-122.418274172
mediumseagreen,coral,mediumseagreen,coral,coral,37.7587640201,-122.416872884
mediumseagreen,coral,mediumseagreen,coral,coral,37.7604330004,-122.41592985
mediumseagreen,coral,mediumseagreen,coral,coral,37.7616441977,-122.412051228
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7874861572,-122.418368839
mediumseagreen,coral,mediumseagreen,coral,coral,37.7562905437,-122.417664997
mediumseagreen,coral,mediumseagreen,coral,coral,37.7687048636,-122.401966042
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.787965257,-122.418467748
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.789829767,-122.418844748
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7874861572,-122.418368839
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7844496613,-122.416075285
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7844496613,-122.416075285
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7842362878,-122.417710345
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7874861572,-122.418368839
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7844496613,-122.416075285
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7891095539,-122.417019321
mediumseagreen,coral,mediumseagreen,coral,coral,37.7588312135,-122.415781282
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7896188193,-122.420497289
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7872450378,-122.41664237
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7889098399,-122.418658295
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7907353817,-122.419888578
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7870372043,-122.418274172
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7891095539,-122.417019321
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.788279963,-122.423598601
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.787965257,-122.418467748
mediumseagreen,coral,mediumseagreen,coral,coral,37.7644311472,-122.416236885
mediumseagreen,coral,mediumseagreen,coral,coral,37.7634954373,-122.418486297
mediumseagreen,coral,mediumseagreen,coral,coral,37.7514859649,-122.417346825
mediumseagreen,coral,mediumseagreen,coral,coral,37.7636337703,-122.416230393
mediumseagreen,coral,mediumseagreen,coral,coral,37.762815158,-122.416220196
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7874861572,-122.418368839
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7853750846,-122.416261837
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7844496613,-122.416075285
mediumseagreen,coral,mediumseagreen,coral,coral,37.7594884557,-122.417970955
mediumseagreen,coral,mediumseagreen,coral,coral,37.7636337703,-122.416230393
mediumseagreen,coral,mediumseagreen,coral,coral,37.7636337703,-122.416230393
mediumseagreen,coral,mediumseagreen,coral,coral,37.7621586646,-122.414033253
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7856843389,-122.421395819
mediumseagreen,coral,mediumseagreen,coral,coral,37.7652491154,-122.41638971
mediumseagreen,coral,mediumseagreen,coral,coral,37.7634954373,-122.418486297
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.787965257,-122.418467748
coral,mediumseagreen,coral,yellow,yellow,37.7754207067,-122.403404791
mediumseagreen,coral,mediumseagreen,coral,coral,37.7586968166,-122.417964484
mediumseagreen,coral,mediumseagreen,coral,coral,37.7591952167,-122.409770377
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7844496613,-122.416075285
mediumseagreen,coral,mediumseagreen,coral,coral,37.7588520014,-122.416331137
mediumseagreen,coral,mediumseagreen,coral,coral,37.7652491154,-122.41638971
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7844496613,-122.416075285
mediumseagreen,coral,mediumseagreen,coral,coral,37.759620426,-122.415783593
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7844496613,-122.416075285
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7870372043,-122.418274172
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7868764842,-122.419104425
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7853750846,-122.416261837
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7844496613,-122.416075285
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7905770711,-122.420691681
mediumseagreen,coral,mediumseagreen,coral,coral,37.7605000726,-122.414845139
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7870372044,-122.418274172
mediumseagreen,coral,mediumseagreen,coral,coral,37.7636337703,-122.416230393
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7877570602,-122.420120319
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7853750846,-122.416261837
mediumseagreen,coral,mediumseagreen,coral,coral,37.7605644452,-122.413756898
mediumseagreen,coral,mediumseagreen,coral,coral,37.7636337703,-122.416230393
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7889098399,-122.418658295
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7870372044,-122.418274172
mediumseagreen,coral,mediumseagreen,coral,coral,37.7684715664,-122.416708154
mediumseagreen,coral,mediumseagreen,coral,coral,37.7620990021,-122.415000537
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7856843389,-122.421395819
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.786566229,-122.418182398
mediumseagreen,coral,mediumseagreen,coral,coral,37.7653161356,-122.415308389
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7962454397,-122.423340547
mediumseagreen,coral,mediumseagreen,coral,coral,37.7646445465,-122.393856471
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7891095539,-122.417019321
coral,mediumseagreen,coral,yellow,yellow,37.7754207067,-122.403404791
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7907880214,-122.419039119
mediumseagreen,coral,mediumseagreen,coral,coral,37.7619674218,-122.417180449
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7842362878,-122.417710345
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7907880214,-122.419039119
mediumseagreen,coral,mediumseagreen,coral,coral,37.7652491154,-122.41638971
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.8006878988,-122.430332787
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7870372043,-122.418274172
mediumseagreen,coral,mediumseagreen,coral,coral,37.7619674218,-122.417180449
mediumseagreen,coral,mediumseagreen,coral,coral,37.7586968166,-122.417964484
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7905770711,-122.420691681
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7870372044,-122.418274172
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7853750846,-122.416261837
mediumseagreen,coral,mediumseagreen,coral,coral,37.7619029613,-122.418272166
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7886989512,-122.420307356
mediumseagreen,coral,mediumseagreen,coral,coral,37.7652491154,-122.41638971
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7884881521,-122.421949488
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7962454397,-122.423340547
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7844496613,-122.416075285
mediumseagreen,coral,mediumseagreen,coral,coral,37.7605000726,-122.414845139
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7844496613,-122.416075285
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7914943052,-122.420874632
mediumseagreen,coral,mediumseagreen,coral,coral,37.7605000726,-122.414845139
mediumseagreen,coral,mediumseagreen,coral,coral,37.7563479681,-122.416710634
coral,mediumseagreen,coral,yellow,yellow,37.7849124714,-122.408648589
mediumseagreen,coral,mediumseagreen,coral,coral,37.7636337703,-122.416230393
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7872450378,-122.41664237
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7898297669,-122.418844748
mediumseagreen,coral,mediumseagreen,coral,coral,37.7604330004,-122.41592985
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7868262082,-122.419930112
mediumseagreen,coral,mediumseagreen,coral,coral,37.7605000726,-122.414845139
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7907880214,-122.419039119
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7870372044,-122.418274172
mediumseagreen,coral,mediumseagreen,coral,coral,37.7586968166,-122.417964484
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7851670875,-122.417903978
mediumseagreen,coral,mediumseagreen,coral,coral,37.7620990021,-122.415000537
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7844496613,-122.416075285
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7844496613,-122.416075285
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7874861572,-122.418368839
mediumseagreen,coral,mediumseagreen,coral,coral,37.7652491154,-122.41638971
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.787965257,-122.418467748
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7844496613,-122.416075285
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7905770711,-122.420691681
mediumseagreen,coral,mediumseagreen,coral,coral,37.7620347867,-122.416078424
mediumseagreen,coral,mediumseagreen,coral,coral,37.7539653995,-122.400631955
mediumseagreen,coral,mediumseagreen,coral,coral,37.7638222259,-122.413591696
mediumseagreen,coral,mediumseagreen,coral,coral,37.7636337703,-122.416230393
mediumseagreen,coral,mediumseagreen,coral,coral,37.7604330004,-122.41592985
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7874861572,-122.418368839
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7930494294,-122.422874083
mediumseagreen,coral,mediumseagreen,coral,coral,37.7720472598,-122.422586142
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7983109408,-122.42217583
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7844496613,-122.416075285
mediumseagreen,coral,mediumseagreen,coral,coral,37.7636979309,-122.415155941
mediumseagreen,coral,mediumseagreen,coral,coral,37.7604330004,-122.41592985
mediumseagreen,coral,mediumseagreen,coral,coral,37.7652491154,-122.41638971
mediumseagreen,coral,mediumseagreen,coral,coral,37.7605000726,-122.414845139
mediumseagreen,coral,mediumseagreen,coral,coral,37.7628232674,-122.416082198
mediumseagreen,coral,mediumseagreen,coral,coral,37.7636337703,-122.416230393
coral,mediumseagreen,coral,yellow,yellow,37.7754207067,-122.403404791
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7914446364,-122.421720673
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7905770711,-122.420691681
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7842362878,-122.417710345
mediumseagreen,coral,mediumseagreen,coral,coral,37.7636337703,-122.416230393
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7874861572,-122.418368839
mediumseagreen,coral,mediumseagreen,coral,coral,37.7620990021,-122.415000537
mediumseagreen,coral,mediumseagreen,coral,coral,37.7611477648,-122.417169895
mediumseagreen,coral,mediumseagreen,coral,coral,37.7594801326,-122.418108926
mediumseagreen,coral,mediumseagreen,coral,coral,37.7619674218,-122.417180449
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7872450378,-122.41664237
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7915395648,-122.435230145
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7853750846,-122.416261837
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7870372044,-122.418274172
mediumseagreen,coral,mediumseagreen,coral,coral,37.7638222259,-122.413591696
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7844496613,-122.416075285
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7907880214,-122.419039119
mediumseagreen,coral,mediumseagreen,coral,coral,37.7636337703,-122.416230393
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.787965257,-122.418467748
mediumseagreen,coral,mediumseagreen,coral,coral,37.7652491154,-122.41638971
mediumseagreen,coral,mediumseagreen,coral,coral,37.7604330004,-122.41592985
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7905770711,-122.420691681
mediumseagreen,coral,mediumseagreen,coral,coral,37.7620990021,-122.415000537
mediumseagreen,coral,mediumseagreen,coral,coral,37.7620990021,-122.415000537
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7853750846,-122.416261837
mediumseagreen,coral,mediumseagreen,coral,coral,37.7604330004,-122.41592985
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7917052018,-122.419225511
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7844496613,-122.416075285
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7844496613,-122.416075285
mediumseagreen,coral,mediumseagreen,coral,coral,37.7636337703,-122.416230393
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7884881521,-122.421949488
mediumseagreen,coral,mediumseagreen,coral,coral,37.7619674218,-122.417180449
mediumseagreen,coral,mediumseagreen,coral,coral,37.7620990021,-122.415000537
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7851670875,-122.417903978
coral,darkviolet,navy,navy,darkviolet,37.7792533427,-122.481377789
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7877570602,-122.420120319
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7907880214,-122.419039119
mediumseagreen,coral,mediumseagreen,coral,coral,37.7603656932,-122.417028392
mediumseagreen,coral,mediumseagreen,coral,coral,37.7652491154,-122.41638971
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7905770711,-122.420691681
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7877570602,-122.420120319
mediumseagreen,coral,mediumseagreen,coral,coral,37.7604330004,-122.41592985
mediumseagreen,coral,mediumseagreen,coral,coral,37.7620347867,-122.416078424
mediumseagreen,coral,mediumseagreen,coral,coral,37.7604330004,-122.41592985
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7874861572,-122.418368839
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7844496613,-122.416075285
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7870372043,-122.418274172
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7905770711,-122.420691681
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7868516471,-122.421441956
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.789829767,-122.418844748
mediumseagreen,coral,mediumseagreen,coral,coral,37.7604330004,-122.41592985
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7870372044,-122.418274172
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7844496613,-122.416075285
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.787965257,-122.418467748
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7910371428,-122.420850403
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7844496613,-122.416075285
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7853750846,-122.416261837
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7844496613,-122.416075285
mediumseagreen,coral,mediumseagreen,coral,coral,37.7604330004,-122.41592985
mediumseagreen,coral,mediumseagreen,coral,coral,37.7580118295,-122.415770264
mediumseagreen,coral,mediumseagreen,coral,coral,37.7610817999,-122.418262236
mediumseagreen,coral,mediumseagreen,coral,coral,37.7604330004,-122.41592985
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7907880214,-122.419039119
mediumseagreen,coral,mediumseagreen,coral,coral,37.7636337703,-122.416230393
mediumseagreen,coral,mediumseagreen,coral,coral,37.7620347867,-122.416078424
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7914943052,-122.420874632
mediumseagreen,coral,mediumseagreen,coral,coral,37.7635718956,-122.417332583
mediumseagreen,coral,mediumseagreen,coral,coral,37.7634954373,-122.418486297
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.787965257,-122.418467748
mediumseagreen,coral,mediumseagreen,coral,coral,37.7635718956,-122.417332583
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7858926099,-122.419739838
mediumseagreen,coral,mediumseagreen,coral,coral,37.7612142237,-122.416070933
mediumseagreen,coral,mediumseagreen,coral,coral,37.7636337703,-122.416230393
mediumseagreen,coral,mediumseagreen,coral,coral,37.7636337703,-122.416230393
mediumseagreen,coral,mediumseagreen,coral,coral,37.7652491154,-122.41638971
mediumseagreen,coral,mediumseagreen,coral,coral,37.7636337703,-122.416230393
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7889098399,-122.418658295
mediumseagreen,coral,mediumseagreen,coral,coral,37.762985764,-122.413881627
mediumseagreen,coral,mediumseagreen,coral,coral,37.7636337703,-122.416230393
mediumseagreen,coral,mediumseagreen,coral,coral,37.7594884557,-122.417970955
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7870372044,-122.418274172
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7851513852,-122.426449162
mediumseagreen,coral,mediumseagreen,coral,coral,37.7636337703,-122.416230393
mediumseagreen,coral,mediumseagreen,coral,coral,37.7624352839,-122.40928609
mediumseagreen,coral,mediumseagreen,coral,coral,37.7636337703,-122.416230393
mediumseagreen,coral,mediumseagreen,coral,coral,37.7586968166,-122.417964484
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7844496613,-122.416075285
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.787965257,-122.418467748
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7851670875,-122.417903978
mediumseagreen,coral,mediumseagreen,coral,coral,37.7603656932,-122.417028392
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7844496613,-122.416075285
coral,mediumseagreen,coral,yellow,yellow,37.788082534,-122.410059856
mediumseagreen,coral,mediumseagreen,coral,coral,37.7604330004,-122.41592985
mediumseagreen,coral,mediumseagreen,coral,coral,37.7571005796,-122.417812559
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.789829767,-122.418844748
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.787965257,-122.418467748
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7884881521,-122.421949488
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.787965257,-122.418467748
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7905770711,-122.420691681
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7858926099,-122.419739838
mediumseagreen,coral,mediumseagreen,coral,coral,37.7588312135,-122.415781282
mediumseagreen,coral,mediumseagreen,coral,coral,37.7652491154,-122.41638971
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7843944492,-122.416916142
coral,mediumseagreen,coral,yellow,yellow,37.7754207067,-122.403404791
mediumseagreen,coral,mediumseagreen,coral,coral,37.7604330004,-122.41592985
mediumseagreen,coral,mediumseagreen,coral,coral,37.7636337703,-122.416230393
mediumseagreen,coral,mediumseagreen,coral,coral,37.7604330004,-122.41592985
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7905770711,-122.420691681
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7844496613,-122.416075285
coral,mediumseagreen,navy,navy,darkviolet,37.7830075843,-122.461749405
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.787965257,-122.418467748
mediumseagreen,coral,mediumseagreen,coral,coral,37.7636979309,-122.415155941
mediumseagreen,coral,mediumseagreen,coral,coral,37.7620990021,-122.415000537
mediumseagreen,coral,mediumseagreen,coral,coral,37.7612142237,-122.416070933
mediumseagreen,coral,mediumseagreen,coral,coral,37.7605000726,-122.414845139
mediumseagreen,coral,mediumseagreen,coral,coral,37.7619674218,-122.417180449
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7844496613,-122.416075285
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7962454397,-122.423340547
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7914943052,-122.420874632
mediumseagreen,coral,mediumseagreen,coral,coral,37.7634954373,-122.418486297
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7844496613,-122.416075285
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.787965257,-122.418467748
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7905770711,-122.420691681
mediumseagreen,coral,mediumseagreen,coral,coral,37.7636337703,-122.416230393
mediumseagreen,coral,mediumseagreen,coral,coral,37.761222333,-122.415932937
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.787965257,-122.418467748
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7861007452,-122.418090767
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7874861572,-122.418368839
mediumseagreen,darkviolet,navy,navy,darkviolet,37.7604146422,-122.484498492
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.787173525,-122.417641343
mediumseagreen,coral,mediumseagreen,coral,coral,37.7634954373,-122.418486297
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7872450378,-122.41664237
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7844496613,-122.416075285
mediumseagreen,coral,mediumseagreen,coral,coral,37.7619029613,-122.418272166
mediumseagreen,coral,mediumseagreen,coral,coral,37.7594801326,-122.418108926
mediumseagreen,coral,mediumseagreen,coral,coral,37.7578801214,-122.417955822
mediumseagreen,coral,mediumseagreen,coral,coral,37.7587640201,-122.416872884
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7844496613,-122.416075285
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7872450378,-122.41664237
mediumseagreen,coral,mediumseagreen,coral,coral,37.7626869632,-122.418415888
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7907880214,-122.419039119
mediumseagreen,coral,mediumseagreen,coral,coral,37.7636337703,-122.416230393
mediumseagreen,coral,mediumseagreen,coral,coral,37.7588312135,-122.415781282
mediumseagreen,coral,mediumseagreen,coral,coral,37.7634954373,-122.418486297
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.787805224,-122.419295456
mediumseagreen,coral,mediumseagreen,coral,coral,37.7604330004,-122.41592985
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7844496613,-122.416075285
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7992097168,-122.441854041
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7872807076,-122.420021471
mediumseagreen,coral,mediumseagreen,coral,coral,37.762815158,-122.416220196
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7907880214,-122.419039119
mediumseagreen,coral,mediumseagreen,coral,coral,37.7604330004,-122.41592985
mediumseagreen,coral,mediumseagreen,coral,coral,37.7638222259,-122.413591696
mediumseagreen,coral,mediumseagreen,coral,coral,37.7636337703,-122.416230393
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7844496613,-122.416075285
mediumseagreen,coral,mediumseagreen,coral,coral,37.7651783928,-122.406558795
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7905770711,-122.420691681
mediumseagreen,coral,mediumseagreen,coral,coral,37.7652491154,-122.41638971
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7914943052,-122.420874632
mediumseagreen,coral,mediumseagreen,coral,coral,37.7605000726,-122.414845139
mediumseagreen,coral,mediumseagreen,coral,coral,37.7539653995,-122.400631955
mediumseagreen,coral,mediumseagreen,coral,coral,37.7620990021,-122.415000537
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7870372044,-122.418274172
mediumseagreen,coral,mediumseagreen,coral,coral,37.7634954373,-122.418486297
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7921733285,-122.422695629
mediumseagreen,coral,mediumseagreen,coral,coral,37.7656058639,-122.410488829
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7870372044,-122.418274172
mediumseagreen,coral,mediumseagreen,coral,coral,37.7620347867,-122.416078424
coral,mediumseagreen,coral,mediumseagreen,mediumseagreen,37.7870372044,-122.418274172
mediumseagreen,coral,mediumseagreen,coral,coral,37.7398531386,-122.391269033
mediumseagreen,darkviolet,navy,navy,darkviolet,37.7439730932,-122.475579368
mediumseagreen,coral,mediumseagreen,coral,coral,37.7591632978,-122.41118235
mediumseagreen,coral,mediumseagreen,coral,coral,37.7604330004,-122.41592985
mediumseagreen,coral,mediumseagreen,coral,coral,37.7604330004,-122.41592985
mediumseagreen,coral,mediumseagreen,coral,coral,37.765181804,-122.417488324
coral,mediumseagreen,coral,mediumseagreen,turquoise,37.7887291945,-122.421821806
mediumseagreen,coral,mediumseagreen,coral,coral,37.7636337703,-122.416230393
mediumseagreen,coral,mediumseagreen,coral,coral,37.7638222259,-122.413591696
mediumseagreen,darkviolet,navy,navy,darkviolet,37.7531929151,-122.478618706
mediumseagreen,coral,mediumseagreen,coral,coral,37.7604330004,-122.41592985
